MS,-0.25,VWC,-0.25,PWP,-0.25
,,,,20:00,-0.30692
,,,,20:00,-0.30677
,,,,20:00,-0.30662
,,,,20:00,-0.30675
,,,,20:00,-0.30662
,,,,20:00,-0.30662
,,,,20:00,-0.30673
,,,,20:00,-0.30647
,,,,20:00,-0.30639
,,,,20:00,-0.30702
,,,,20:00,-0.30705
,,,,20:00,-0.30669
,,,,20:00,-0.30663
,,,,20:00,-0.30704
,,,,20:00,-0.30693
,,,,20:00,-0.30695
,,,,20:00,-0.30681
,,,,20:00,-0.30704
,,,,20:00,-0.30679
,,,,20:00,-0.30704
,,,,20:00,-0.30681
,,,,20:00,-0.30711
,,,,20:00,-0.30702
,,,,20:00,-0.30738
,,,,20:00,-0.30723
,,,,20:00,-0.30697
,,,,20:00,-0.30719
,,,,20:00,-0.30732
,,,,20:00,-0.30725
,,,,20:00,-0.30756
,,,,20:00,-0.3072
,,,,20:00,-0.30751
,,,,20:00,-0.30774
,,,,20:00,-0.30762
,,,,20:01,-0.30745
,,,,20:01,-0.30733
,,,,20:01,-0.30751
,,,,20:01,-0.30724
,,,,20:01,-0.30758
,,,,20:01,-0.30738
,,,,20:01,-0.3072
,,,,20:01,-0.30721
,,,,20:01,-0.30753
,,,,20:01,-0.30746
,,,,20:01,-0.30729
,,,,20:01,-0.30773
,,,,20:01,-0.30749
,,,,20:01,-0.30729
,,,,20:01,-0.30752
,,,,20:01,-0.30725
,,,,20:01,-0.30697
,,,,20:01,-0.3072
,,,,20:01,-0.30769
,,,,20:01,-0.30722
,,,,20:01,-0.30719
,,,,20:01,-0.30732
,,,,20:01,-0.30705
,,,,20:01,-0.30698
,,,,20:01,-0.30706
,,,,20:01,-0.3072
,,,,20:01,-0.30732
,,,,20:01,-0.30725
,,,,20:01,-0.30724
,,,,20:01,-0.30734
,,,,20:01,-0.30731
,,,,20:01,-0.30754
,,,,20:01,-0.3076
,,,,20:01,-0.3077
,,,,20:01,-0.3075
,,,,20:01,-0.30755
,,,,20:01,-0.30791
,,,,20:01,-0.30797
,,,,20:01,-0.30748
,,,,20:01,-0.30752
,,,,20:01,-0.30756
,,,,20:01,-0.30782
,,,,20:01,-0.30737
,,,,20:01,-0.30756
,,,,20:01,-0.30773
,,,,20:01,-0.30756
,,,,20:01,-0.30767
,,,,20:01,-0.30768
,,,,20:01,-0.30776
,,,,20:01,-0.30767
,,,,20:01,-0.30798
,,,,20:01,-0.30795
,,,,20:01,-0.30805
,,,,20:01,-0.30814
,,,,20:01,-0.30819
,,,,20:01,-0.30803
,,,,20:01,-0.3082
,,,,20:01,-0.30783
,,,,20:01,-0.30803
,,,,20:01,-0.30816
,,,,20:02,-0.30821
,,,,20:02,-0.30761
,,,,20:02,-0.30802
,,,,20:02,-0.30799
,,,,20:02,-0.30786
,,,,20:02,-0.30823
,,,,20:02,-0.30826
,,,,20:02,-0.3081
,,,,20:02,-0.30849
,,,,20:02,-0.30796
,,,,20:02,-0.30811
,,,,20:02,-0.3084
,,,,20:02,-0.30806
,,,,20:02,-0.30831
,,,,20:02,-0.30805
,,,,20:02,-0.30805
,,,,20:02,-0.30796
,,,,20:02,-0.30779
,,,,20:02,-0.30771
,,,,20:02,-0.30772
,,,,20:02,-0.30765
,,,,20:02,-0.30797
,,,,20:02,-0.30818
,,,,20:02,-0.30814
,,,,20:02,-0.30816
,,,,20:02,-0.30814
,,,,20:02,-0.308
,,,,20:02,-0.30786
,,,,20:02,-0.30774
,,,,20:02,-0.30773
,,,,20:02,-0.30798
,,,,20:02,-0.30807
,,,,20:02,-0.30814
,,,,20:02,-0.30813
,,,,20:02,-0.30805
,,,,20:02,-0.30847
,,,,20:02,-0.3084
,,,,20:02,-0.30839
,,,,20:02,-0.30846
,,,,20:02,-0.30857
,,,,20:02,-0.30843
,,,,20:02,-0.30871
,,,,20:02,-0.30879
,,,,20:02,-0.30824
,,,,20:02,-0.30868
,,,,20:02,-0.30869
,,,,20:02,-0.30879
,,,,20:02,-0.30852
,,,,20:02,-0.30831
,,,,20:02,-0.30836
,,,,20:02,-0.30844
,,,,20:02,-0.30885
,,,,20:02,-0.30853
,,,,20:02,-0.30861
,,,,20:02,-0.30886
,,,,20:02,-0.3087
,,,,20:02,-0.3088
,,,,20:02,-0.30889
,,,,20:02,-0.30864
,,,,20:02,-0.30861
,,,,20:03,-0.30881
,,,,20:03,-0.30891
,,,,20:03,-0.3088
,,,,20:03,-0.30895
,,,,20:03,-0.30906
,,,,20:03,-0.3094
,,,,20:03,-0.30901
,,,,20:03,-0.30874
,,,,20:03,-0.30873
,,,,20:03,-0.30901
,,,,20:03,-0.30876
,,,,20:03,-0.30877
,,,,20:03,-0.30916
,,,,20:03,-0.30882
,,,,20:03,-0.30896
,,,,20:03,-0.30854
,,,,20:03,-0.30874
,,,,20:03,-0.30897
,,,,20:03,-0.30889
,,,,20:03,-0.30839
,,,,20:03,-0.30894
,,,,20:03,-0.30874
,,,,20:03,-0.30861
,,,,20:03,-0.30861
,,,,20:03,-0.30898
,,,,20:03,-0.30873
,,,,20:03,-0.30859
,,,,20:03,-0.3085
,,,,20:03,-0.30883
,,,,20:03,-0.30895
,,,,20:03,-0.30905
,,,,20:03,-0.30906
,,,,20:03,-0.3094
,,,,20:03,-0.30896
,,,,20:03,-0.30895
,,,,20:03,-0.30896
,,,,20:03,-0.30927
,,,,20:03,-0.30891
,,,,20:03,-0.30907
,,,,20:03,-0.30946
,,,,20:03,-0.30955
,,,,20:03,-0.30992
,,,,20:03,-0.30932
,,,,20:03,-0.30922
,,,,20:03,-0.30942
,,,,20:03,-0.30949
,,,,20:03,-0.30928
,,,,20:03,-0.30926
,,,,20:03,-0.30951
,,,,20:03,-0.30961
,,,,20:03,-0.30941
,,,,20:03,-0.30936
,,,,20:03,-0.30932
,,,,20:03,-0.30943
,,,,20:03,-0.30985
,,,,20:03,-0.30923
,,,,20:03,-0.30931
,,,,20:03,-0.30934
,,,,20:03,-0.30915
,,,,20:03,-0.30967
,,,,20:04,-0.30922
,,,,20:04,-0.30905
,,,,20:04,-0.30887
,,,,20:04,-0.309
,,,,20:04,-0.30959
,,,,20:04,-0.3092
,,,,20:04,-0.30921
,,,,20:04,-0.30918
,,,,20:04,-0.30915
,,,,20:04,-0.3094
,,,,20:04,-0.3092
,,,,20:04,-0.30942
,,,,20:04,-0.30945
,,,,20:04,-0.30947
,,,,20:04,-0.30947
,,,,20:04,-0.30927
,,,,20:04,-0.30955
,,,,20:04,-0.31006
,,,,20:04,-0.30962
,,,,20:04,-0.31015
,,,,20:04,-0.31011
,,,,20:04,-0.30953
,,,,20:04,-0.30954
,,,,20:04,-0.3096
,,,,20:04,-0.30991
,,,,20:04,-0.3098
,,,,20:04,-0.30995
,,,,20:04,-0.30975
,,,,20:04,-0.30996
,,,,20:04,-0.31048
,,,,20:04,-0.31004
,,,,20:04,-0.30995
,,,,20:04,-0.30985
,,,,20:04,-0.30985
,,,,20:04,-0.3098
,,,,20:04,-0.30948
,,,,20:04,-0.30954
,,,,20:04,-0.30941
,,,,20:04,-0.30908
,,,,20:04,-0.30971
,,,,20:04,-0.30966
,,,,20:04,-0.30995
,,,,20:04,-0.31008
,,,,20:04,-0.30979
,,,,20:04,-0.31024
,,,,20:04,-0.30981
,,,,20:04,-0.31001
,,,,20:04,-0.30973
,,,,20:04,-0.31007
,,,,20:04,-0.31006
,,,,20:04,-0.31046
,,,,20:04,-0.31035
,,,,20:04,-0.31012
,,,,20:04,-0.30973
,,,,20:04,-0.30974
,,,,20:04,-0.31027
,,,,20:04,-0.3099
,,,,20:04,-0.31031
,,,,20:04,-0.31005
,,,,20:04,-0.31026
,,,,20:05,-0.31053
,,,,20:05,-0.31064
,,,,20:05,-0.3101
,,,,20:05,-0.31046
,,,,20:05,-0.31018
,,,,20:05,-0.31008
,,,,20:05,-0.31003
,,,,20:05,-0.31016
,,,,20:05,-0.30991
,,,,20:05,-0.30992
,,,,20:05,-0.31021
,,,,20:05,-0.31013
,,,,20:05,-0.31034
,,,,20:05,-0.30988
,,,,20:05,-0.31008
,,,,20:05,-0.30991
,,,,20:05,-0.30978
,,,,20:05,-0.30989
,,,,20:05,-0.3099
,,,,20:05,-0.30991
,,,,20:05,-0.30975
,,,,20:05,-0.3098
,,,,20:05,-0.30987
,,,,20:05,-0.3095
,,,,20:05,-0.30962
,,,,20:05,-0.30997
,,,,20:05,-0.3098
,,,,20:05,-0.30988
,,,,20:05,-0.30972
,,,,20:05,-0.30993
,,,,20:05,-0.3097
,,,,20:05,-0.30992
,,,,20:05,-0.31005
,,,,20:05,-0.30972
,,,,20:05,-0.31
,,,,20:05,-0.30983
,,,,20:05,-0.30963
,,,,20:05,-0.30984
,,,,20:05,-0.31015
,,,,20:05,-0.31001
,,,,20:05,-0.30994
,,,,20:05,-0.30957
,,,,20:05,-0.30976
,,,,20:05,-0.31015
,,,,20:05,-0.31002
,,,,20:05,-0.30997
,,,,20:05,-0.30988
,,,,20:05,-0.31029
,,,,20:05,-0.31007
,,,,20:05,-0.31033
,,,,20:05,-0.31021
,,,,20:05,-0.31039
,,,,20:05,-0.31034
,,,,20:05,-0.3101
,,,,20:05,-0.31039
,,,,20:05,-0.31034
,,,,20:05,-0.31022
,,,,20:05,-0.31031
,,,,20:05,-0.31022
,,,,20:05,-0.31036
,,,,20:06,-0.31035
,,,,20:06,-0.31022
,,,,20:06,-0.31034
,,,,20:06,-0.31012
,,,,20:06,-0.30996
,,,,20:06,-0.30995
,,,,20:06,-0.31044
,,,,20:06,-0.31039
,,,,20:06,-0.31066
,,,,20:06,-0.31057
,,,,20:06,-0.31013
,,,,20:06,-0.31012
,,,,20:06,-0.30998
,,,,20:06,-0.3102
,,,,20:06,-0.31072
,,,,20:06,-0.31053
,,,,20:06,-0.31042
,,,,20:06,-0.31028
,,,,20:06,-0.31066
,,,,20:06,-0.31044
,,,,20:06,-0.31039
,,,,20:06,-0.31066
,,,,20:06,-0.31087
,,,,20:06,-0.3101
,,,,20:06,-0.31047
,,,,20:06,-0.31047
,,,,20:06,-0.31018
,,,,20:06,-0.31057
,,,,20:06,-0.31059
,,,,20:06,-0.31046
,,,,20:06,-0.3108
,,,,20:06,-0.31073
,,,,20:06,-0.31065
,,,,20:06,-0.3106
,,,,20:06,-0.3106
,,,,20:06,-0.31065
,,,,20:06,-0.31053
,,,,20:06,-0.31032
,,,,20:06,-0.31048
,,,,20:06,-0.31071
,,,,20:06,-0.31068
,,,,20:06,-0.3103
,,,,20:06,-0.31035
,,,,20:06,-0.31085
,,,,20:06,-0.31067
,,,,20:06,-0.31081
,,,,20:06,-0.31097
,,,,20:06,-0.31098
,,,,20:06,-0.3106
,,,,20:06,-0.31045
,,,,20:06,-0.31084
,,,,20:06,-0.31118
,,,,20:06,-0.31078
,,,,20:06,-0.31059
,,,,20:06,-0.3107
,,,,20:06,-0.31101
,,,,20:06,-0.31107
,,,,20:06,-0.31111
,,,,20:06,-0.31112
,,,,20:06,-0.31129
,,,,20:07,-0.31111
,,,,20:07,-0.31096
,,,,20:07,-0.31135
,,,,20:07,-0.31144
,,,,20:07,-0.3113
,,,,20:07,-0.31083
,,,,20:07,-0.31105
,,,,20:07,-0.31132
,,,,20:07,-0.31079
,,,,20:07,-0.3112
,,,,20:07,-0.31119
,,,,20:07,-0.3113
,,,,20:07,-0.31132
,,,,20:07,-0.31096
,,,,20:07,-0.31109
,,,,20:07,-0.31102
,,,,20:07,-0.31108
,,,,20:07,-0.31139
,,,,20:07,-0.31097
,,,,20:07,-0.31122
,,,,20:07,-0.31117
,,,,20:07,-0.31127
,,,,20:07,-0.31107
,,,,20:07,-0.31151
,,,,20:07,-0.31157
,,,,20:07,-0.31118
,,,,20:07,-0.31124
,,,,20:07,-0.3113
,,,,20:07,-0.31126
,,,,20:07,-0.31155
,,,,20:07,-0.31144
,,,,20:07,-0.31144
,,,,20:07,-0.31135
,,,,20:07,-0.31118
,,,,20:07,-0.31116
,,,,20:07,-0.31099
,,,,20:07,-0.31132
,,,,20:07,-0.3111
,,,,20:07,-0.31102
,,,,20:07,-0.31103
,,,,20:07,-0.31102
,,,,20:07,-0.3111
,,,,20:07,-0.31129
,,,,20:07,-0.31091
,,,,20:07,-0.31106
,,,,20:07,-0.31156
,,,,20:07,-0.31157
,,,,20:07,-0.31166
,,,,20:07,-0.31152
,,,,20:07,-0.31127
,,,,20:07,-0.31118
,,,,20:07,-0.3113
,,,,20:07,-0.31157
,,,,20:07,-0.31155
,,,,20:07,-0.31125
,,,,20:07,-0.31135
,,,,20:07,-0.31127
,,,,20:07,-0.31152
,,,,20:07,-0.31172
,,,,20:07,-0.3112
,,,,20:08,-0.31142
,,,,20:08,-0.31146
,,,,20:08,-0.31173
,,,,20:08,-0.31147
,,,,20:08,-0.3117
,,,,20:08,-0.31146
,,,,20:08,-0.3115
,,,,20:08,-0.31177
,,,,20:08,-0.31188
,,,,20:08,-0.31172
,,,,20:08,-0.31147
,,,,20:08,-0.3117
,,,,20:08,-0.3119
,,,,20:08,-0.31187
,,,,20:08,-0.31165
,,,,20:08,-0.31176
,,,,20:08,-0.31153
,,,,20:08,-0.31139
,,,,20:08,-0.31162
,,,,20:08,-0.31123
,,,,20:08,-0.31132
,,,,20:08,-0.31145
,,,,20:08,-0.31142
,,,,20:08,-0.31179
,,,,20:08,-0.31144
,,,,20:08,-0.31179
,,,,20:08,-0.31165
,,,,20:08,-0.31162
,,,,20:08,-0.3118
,,,,20:08,-0.31181
,,,,20:08,-0.31176
,,,,20:08,-0.31164
,,,,20:08,-0.31145
,,,,20:08,-0.31133
,,,,20:08,-0.31131
,,,,20:08,-0.31139
,,,,20:08,-0.31225
,,,,20:08,-0.31183
,,,,20:08,-0.31151
,,,,20:08,-0.31186
,,,,20:08,-0.31167
,,,,20:08,-0.31148
,,,,20:08,-0.31158
,,,,20:08,-0.31171
,,,,20:08,-0.31162
,,,,20:08,-0.31178
,,,,20:08,-0.31209
,,,,20:08,-0.31207
,,,,20:08,-0.3123
,,,,20:08,-0.31234
,,,,20:08,-0.31251
,,,,20:08,-0.31233
,,,,20:08,-0.31209
,,,,20:08,-0.31189
,,,,20:08,-0.31233
,,,,20:08,-0.31219
,,,,20:08,-0.31234
,,,,20:08,-0.3124
,,,,20:08,-0.31237
,,,,20:08,-0.31241
,,,,20:09,-0.3126
,,,,20:09,-0.31263
,,,,20:09,-0.31249
,,,,20:09,-0.3126
,,,,20:09,-0.31266
,,,,20:09,-0.31295
,,,,20:09,-0.31299
,,,,20:09,-0.31283
,,,,20:09,-0.31298
,,,,20:09,-0.31269
,,,,20:09,-0.31269
,,,,20:09,-0.31278
,,,,20:09,-0.31282
,,,,20:09,-0.31244
,,,,20:09,-0.31254
,,,,20:09,-0.31257
,,,,20:09,-0.31237
,,,,20:09,-0.3124
,,,,20:09,-0.31254
,,,,20:09,-0.31253
,,,,20:09,-0.3126
,,,,20:09,-0.31291
,,,,20:09,-0.31268
,,,,20:09,-0.31291
,,,,20:09,-0.31279
,,,,20:09,-0.31292
,,,,20:09,-0.31275
,,,,20:09,-0.31303
,,,,20:09,-0.31294
,,,,20:09,-0.31282
,,,,20:09,-0.31302
,,,,20:09,-0.31292
,,,,20:09,-0.31288
,,,,20:09,-0.31285
,,,,20:09,-0.31299
,,,,20:09,-0.31304
,,,,20:09,-0.31295
,,,,20:09,-0.31283
,,,,20:09,-0.3127
,,,,20:09,-0.31277
,,,,20:09,-0.31334
,,,,20:09,-0.31353
,,,,20:09,-0.31305
,,,,20:09,-0.31312
,,,,20:09,-0.31316
,,,,20:09,-0.31326
,,,,20:09,-0.31323
,,,,20:09,-0.31339
,,,,20:09,-0.31316
,,,,20:09,-0.31314
,,,,20:09,-0.31306
,,,,20:09,-0.31302
,,,,20:09,-0.3133
,,,,20:09,-0.31314
,,,,20:09,-0.31279
,,,,20:09,-0.31303
,,,,20:09,-0.31295
,,,,20:09,-0.31328
,,,,20:09,-0.31324
,,,,20:09,-0.31317
,,,,20:10,-0.31344
,,,,20:10,-0.31357
,,,,20:10,-0.31314
,,,,20:10,-0.31328
,,,,20:10,-0.31324
,,,,20:10,-0.31313
,,,,20:10,-0.31326
,,,,20:10,-0.31378
,,,,20:10,-0.31355
,,,,20:10,-0.31369
,,,,20:10,-0.31375
,,,,20:10,-0.31337
,,,,20:10,-0.31375
,,,,20:10,-0.31352
,,,,20:10,-0.31351
,,,,20:10,-0.31387
,,,,20:10,-0.31393
,,,,20:10,-0.31347
,,,,20:10,-0.31345
,,,,20:10,-0.31354
,,,,20:10,-0.31322
,,,,20:10,-0.31363
,,,,20:10,-0.31321
,,,,20:10,-0.31349
,,,,20:10,-0.31371
,,,,20:10,-0.31363
,,,,20:10,-0.31386
,,,,20:10,-0.31409
,,,,20:10,-0.31403
,,,,20:10,-0.31372
,,,,20:10,-0.31383
,,,,20:10,-0.31379
,,,,20:10,-0.31367
,,,,20:10,-0.31335
,,,,20:10,-0.31378
,,,,20:10,-0.31366
,,,,20:10,-0.31408
,,,,20:10,-0.31369
,,,,20:10,-0.31369
,,,,20:10,-0.31397
,,,,20:10,-0.31376
,,,,20:10,-0.31382
,,,,20:10,-0.31346
,,,,20:10,-0.31384
,,,,20:10,-0.31395
,,,,20:10,-0.31363
,,,,20:10,-0.31377
,,,,20:10,-0.3142
,,,,20:10,-0.31388
,,,,20:10,-0.31373
,,,,20:10,-0.31385
,,,,20:10,-0.31381
,,,,20:10,-0.31378
,,,,20:10,-0.31386
,,,,20:10,-0.31406
,,,,20:10,-0.3143
,,,,20:10,-0.31434
,,,,20:10,-0.3141
,,,,20:10,-0.31416
,,,,20:10,-0.31412
,,,,20:11,-0.31353
,,,,20:11,-0.31366
,,,,20:11,-0.31376
,,,,20:11,-0.31427
,,,,20:11,-0.31424
,,,,20:11,-0.31422
,,,,20:11,-0.31423
,,,,20:11,-0.31412
,,,,20:11,-0.31409
,,,,20:11,-0.31407
,,,,20:11,-0.31386
,,,,20:11,-0.31393
,,,,20:11,-0.31365
,,,,20:11,-0.31384
,,,,20:11,-0.31397
,,,,20:11,-0.31391
,,,,20:11,-0.31415
,,,,20:11,-0.31411
,,,,20:11,-0.31425
,,,,20:11,-0.31402
,,,,20:11,-0.31433
,,,,20:11,-0.31372
,,,,20:11,-0.314
,,,,20:11,-0.31431
,,,,20:11,-0.31416
,,,,20:11,-0.31418
,,,,20:11,-0.31441
,,,,20:11,-0.31427
,,,,20:11,-0.31404
,,,,20:11,-0.31436
,,,,20:11,-0.31418
,,,,20:11,-0.31454
,,,,20:11,-0.31405
,,,,20:11,-0.31454
,,,,20:11,-0.31433
,,,,20:11,-0.31433
,,,,20:11,-0.31441
,,,,20:11,-0.31457
,,,,20:11,-0.31395
,,,,20:11,-0.31426
,,,,20:11,-0.31464
,,,,20:11,-0.31436
,,,,20:11,-0.3143
,,,,20:11,-0.31446
,,,,20:11,-0.31466
,,,,20:11,-0.31447
,,,,20:11,-0.31442
,,,,20:11,-0.3145
,,,,20:11,-0.31436
,,,,20:11,-0.31458
,,,,20:11,-0.31468
,,,,20:11,-0.31487
,,,,20:11,-0.31477
,,,,20:11,-0.31436
,,,,20:11,-0.31441
,,,,20:11,-0.31495
,,,,20:11,-0.31476
,,,,20:11,-0.31461
,,,,20:11,-0.31482
,,,,20:11,-0.31423
,,,,20:12,-0.31491
,,,,20:12,-0.3149
,,,,20:12,-0.3144
,,,,20:12,-0.31464
,,,,20:12,-0.31476
,,,,20:12,-0.31473
,,,,20:12,-0.31465
,,,,20:12,-0.31477
,,,,20:12,-0.31465
,,,,20:12,-0.31456
,,,,20:12,-0.31443
,,,,20:12,-0.31475
,,,,20:12,-0.31467
,,,,20:12,-0.31483
,,,,20:12,-0.31522
,,,,20:12,-0.31487
,,,,20:12,-0.31485
,,,,20:12,-0.31479
,,,,20:12,-0.31502
,,,,20:12,-0.31491
,,,,20:12,-0.31475
,,,,20:12,-0.31494
,,,,20:12,-0.31467
,,,,20:12,-0.31488
,,,,20:12,-0.31475
,,,,20:12,-0.31463
,,,,20:12,-0.3146
,,,,20:12,-0.31491
,,,,20:12,-0.31492
,,,,20:12,-0.31504
,,,,20:12,-0.315
,,,,20:12,-0.3147
,,,,20:12,-0.315
,,,,20:12,-0.31511
,,,,20:12,-0.31524
,,,,20:12,-0.31529
,,,,20:12,-0.3154
,,,,20:12,-0.31502
,,,,20:12,-0.31515
,,,,20:12,-0.31494
,,,,20:12,-0.31497
,,,,20:12,-0.31526
,,,,20:12,-0.31536
,,,,20:12,-0.31517
,,,,20:12,-0.31541
,,,,20:12,-0.31512
,,,,20:12,-0.31496
,,,,20:12,-0.31489
,,,,20:12,-0.31485
,,,,20:12,-0.31525
,,,,20:12,-0.31555
,,,,20:12,-0.31566
,,,,20:12,-0.31492
,,,,20:12,-0.31517
,,,,20:12,-0.31515
,,,,20:12,-0.31466
,,,,20:12,-0.31502
,,,,20:12,-0.31526
,,,,20:12,-0.31498
,,,,20:12,-0.31521
,,,,20:13,-0.31559
,,,,20:13,-0.31513
,,,,20:13,-0.31525
,,,,20:13,-0.31524
,,,,20:13,-0.31548
,,,,20:13,-0.31559
,,,,20:13,-0.31542
,,,,20:13,-0.31573
,,,,20:13,-0.3156
,,,,20:13,-0.31567
,,,,20:13,-0.31554
,,,,20:13,-0.31541
,,,,20:13,-0.31531
,,,,20:13,-0.31562
,,,,20:13,-0.31549
,,,,20:13,-0.3157
,,,,20:13,-0.31575
,,,,20:13,-0.31552
,,,,20:13,-0.31595
,,,,20:13,-0.31542
,,,,20:13,-0.31553
,,,,20:13,-0.31564
,,,,20:13,-0.31546
,,,,20:13,-0.31526
,,,,20:13,-0.3157
,,,,20:13,-0.31542
,,,,20:13,-0.3155
,,,,20:13,-0.31575
,,,,20:13,-0.31552
,,,,20:13,-0.31549
,,,,20:13,-0.31528
,,,,20:13,-0.31541
,,,,20:13,-0.31583
,,,,20:13,-0.31554
,,,,20:13,-0.31563
,,,,20:13,-0.31567
,,,,20:13,-0.31553
,,,,20:13,-0.3157
,,,,20:13,-0.31566
,,,,20:13,-0.31583
,,,,20:13,-0.3157
,,,,20:13,-0.3156
,,,,20:13,-0.31556
,,,,20:13,-0.31557
,,,,20:13,-0.31562
,,,,20:13,-0.31574
,,,,20:13,-0.31578
,,,,20:13,-0.31567
,,,,20:13,-0.31578
,,,,20:13,-0.31534
,,,,20:13,-0.31565
,,,,20:13,-0.31573
,,,,20:13,-0.31557
,,,,20:13,-0.31574
,,,,20:13,-0.3157
,,,,20:13,-0.31568
,,,,20:13,-0.3157
,,,,20:13,-0.31545
,,,,20:13,-0.31574
,,,,20:13,-0.31556
,,,,20:14,-0.31502
,,,,20:14,-0.31552
,,,,20:14,-0.31544
,,,,20:14,-0.31544
,,,,20:14,-0.31549
,,,,20:14,-0.31546
,,,,20:14,-0.31577
,,,,20:14,-0.31528
,,,,20:14,-0.3153
,,,,20:14,-0.31557
,,,,20:14,-0.31572
,,,,20:14,-0.31594
,,,,20:14,-0.31533
,,,,20:14,-0.31547
,,,,20:14,-0.31561
,,,,20:14,-0.31562
,,,,20:14,-0.31541
,,,,20:14,-0.3155
,,,,20:14,-0.31565
,,,,20:14,-0.31564
,,,,20:14,-0.3158
,,,,20:14,-0.31567
,,,,20:14,-0.31552
,,,,20:14,-0.31584
,,,,20:14,-0.31596
,,,,20:14,-0.31596
,,,,20:14,-0.31582
,,,,20:14,-0.31567
,,,,20:14,-0.31591
,,,,20:14,-0.31609
,,,,20:14,-0.31604
,,,,20:14,-0.31584
,,,,20:14,-0.31589
,,,,20:14,-0.31558
,,,,20:14,-0.31577
,,,,20:14,-0.31588
,,,,20:14,-0.31588
,,,,20:14,-0.31605
,,,,20:14,-0.31623
,,,,20:14,-0.31607
,,,,20:14,-0.31634
,,,,20:14,-0.31607
,,,,20:14,-0.31594
,,,,20:14,-0.31661
,,,,20:14,-0.31658
,,,,20:14,-0.31636
,,,,20:14,-0.31632
,,,,20:14,-0.31606
,,,,20:14,-0.31614
,,,,20:14,-0.31585
,,,,20:14,-0.31599
,,,,20:14,-0.31646
,,,,20:14,-0.31602
,,,,20:14,-0.31636
,,,,20:14,-0.31658
,,,,20:14,-0.31646
,,,,20:14,-0.31658
,,,,20:14,-0.31676
,,,,20:14,-0.31667
,,,,20:14,-0.31651
,,,,20:15,-0.31649
,,,,20:15,-0.31637
,,,,20:15,-0.31663
,,,,20:15,-0.31645
,,,,20:15,-0.31663
,,,,20:15,-0.31703
,,,,20:15,-0.31684
,,,,20:15,-0.31703
,,,,20:15,-0.31659
,,,,20:15,-0.31661
,,,,20:15,-0.31695
,,,,20:15,-0.31687
,,,,20:15,-0.31658
,,,,20:15,-0.31681
,,,,20:15,-0.31702
,,,,20:15,-0.31676
,,,,20:15,-0.31682
,,,,20:15,-0.31697
,,,,20:15,-0.31701
,,,,20:15,-0.31689
,,,,20:15,-0.31694
,,,,20:15,-0.31693
,,,,20:15,-0.31673
,,,,20:15,-0.3168
,,,,20:15,-0.31684
,,,,20:15,-0.3169
,,,,20:15,-0.31683
,,,,20:15,-0.31718
,,,,20:15,-0.31698
,,,,20:15,-0.31698
,,,,20:15,-0.3168
,,,,20:15,-0.31702
,,,,20:15,-0.31695
,,,,20:15,-0.31655
,,,,20:15,-0.31691
,,,,20:15,-0.31678
,,,,20:15,-0.31723
,,,,20:15,-0.3168
,,,,20:15,-0.31695
,,,,20:15,-0.31702
,,,,20:15,-0.31689
,,,,20:15,-0.31713
,,,,20:15,-0.31692
,,,,20:15,-0.31701
,,,,20:15,-0.31679
,,,,20:15,-0.31703
,,,,20:15,-0.31706
,,,,20:15,-0.31716
,,,,20:15,-0.31709
,,,,20:15,-0.31717
,,,,20:15,-0.31698
,,,,20:15,-0.31717
,,,,20:15,-0.31762
,,,,20:15,-0.31747
,,,,20:15,-0.31748
,,,,20:15,-0.31767
,,,,20:15,-0.31774
,,,,20:15,-0.3175
,,,,20:15,-0.31728
,,,,20:15,-0.31719
,,,,20:16,-0.31724
,,,,20:16,-0.31696
,,,,20:16,-0.31753
,,,,20:16,-0.31761
,,,,20:16,-0.31758
,,,,20:16,-0.31735
,,,,20:16,-0.31738
,,,,20:16,-0.31733
,,,,20:16,-0.31723
,,,,20:16,-0.31761
,,,,20:16,-0.31772
,,,,20:16,-0.31749
,,,,20:16,-0.31741
,,,,20:16,-0.31747
,,,,20:16,-0.31777
,,,,20:16,-0.31767
,,,,20:16,-0.31762
,,,,20:16,-0.31774
,,,,20:16,-0.31769
,,,,20:16,-0.31779
,,,,20:16,-0.31797
,,,,20:16,-0.31763
,,,,20:16,-0.31827
,,,,20:16,-0.3181
,,,,20:16,-0.31774
,,,,20:16,-0.31785
,,,,20:16,-0.31789
,,,,20:16,-0.31789
,,,,20:16,-0.31783
,,,,20:16,-0.31779
,,,,20:16,-0.31836
,,,,20:16,-0.31836
,,,,20:16,-0.31824
,,,,20:16,-0.31817
,,,,20:16,-0.31782
,,,,20:16,-0.31782
,,,,20:16,-0.31779
,,,,20:16,-0.31792
,,,,20:16,-0.31798
,,,,20:16,-0.31741
,,,,20:16,-0.31749
,,,,20:16,-0.31758
,,,,20:16,-0.31771
,,,,20:16,-0.31781
,,,,20:16,-0.318
,,,,20:16,-0.31793
,,,,20:16,-0.31788
,,,,20:16,-0.31798
,,,,20:16,-0.3179
,,,,20:16,-0.31789
,,,,20:16,-0.31763
,,,,20:16,-0.31783
,,,,20:16,-0.31765
,,,,20:16,-0.31804
,,,,20:16,-0.31791
,,,,20:16,-0.31767
,,,,20:16,-0.31757
,,,,20:16,-0.31756
,,,,20:16,-0.31784
,,,,20:16,-0.31804
,,,,20:17,-0.31795
,,,,20:17,-0.31788
,,,,20:17,-0.31796
,,,,20:17,-0.31793
